date,feature_index,NO2
2022-11-18T00:00:00.000Z,0,
2022-11-20T00:00:00.000Z,0,
2022-11-22T00:00:00.000Z,0,4.522622111835517E-5
2022-11-16T00:00:00.000Z,0,
2022-11-19T00:00:00.000Z,0,
2022-04-26T00:00:00.000Z,0,
2022-04-23T00:00:00.000Z,0,2.3590017917740624E-5
2022-04-27T00:00:00.000Z,0,
2022-04-28T00:00:00.000Z,0,
2022-04-25T00:00:00.000Z,0,1.7434077790312585E-5
2022-04-22T00:00:00.000Z,0,1.3419973773428259E-5
2022-04-29T00:00:00.000Z,0,
2022-04-24T00:00:00.000Z,0,
2021-03-18T00:00:00.000Z,0,
2021-03-21T00:00:00.000Z,0,
2021-03-20T00:00:00.000Z,0,2.5559360741074972E-5
2021-03-25T00:00:00.000Z,0,
2021-03-23T00:00:00.000Z,0,
2021-03-19T00:00:00.000Z,0,9.285038231610088E-6
2021-03-24T00:00:00.000Z,0,1.1259007260377985E-5
2021-03-22T00:00:00.000Z,0,2.226943524874514E-5
